,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Brand,Model,Variant,New_Price1,Price Range
674,hyundai i10 sportz,Mumbai,2011,35000,Petrol,Manual,First,20.36,1197.0,78.9,5,2.75,hyundai,i10,sportz,11.28145047,₹3.82 - 6.31 lakh
675,mercedes-benz slk-class slk 350,Coimbatore,2016,22732,Petrol,Automatic,First,18.1,3498.0,306.0,2,55.54,mercedes-benz,slk-class,slk 350,63.09554084,₹79.60 lakh - 1.27 crore
676,audi a6 2.0 tdi design edition,Hyderabad,2014,48000,Diesel,Automatic,First,18.53,1968.0,187.74,5,29.0,audi,a6,2.0 tdi design edition,62.35666667,₹ 61.41 - 67.53 lakh
677,ford ecosport 1.5 tdci titanium,Bangalore,2013,62084,Diesel,Manual,First,22.77,1498.0,98.59,5,6.6,ford,ecosport,1.5 tdci titanium,12.10909091,₹7.91 - 11.70 lakh
678,volkswagen passat highline dsg,Kolkata,2012,39273,Diesel,Automatic,First,14.3,1968.0,140.0,5,6.99,volkswagen,passat,highline dsg,11.44720833,₹25.99 - 33.21 lakh
679,toyota innova crysta 2.4 zx mt,Bangalore,2017,64798,Diesel,Manual,First,13.68,2393.0,147.8,7,18.75,toyota,innova,crysta 2.4 zx mt,26.45,₹13.22 - 16.81 lakh
680,ford figo diesel zxi,Jaipur,2010,100002,Diesel,Manual,Third,20.0,1399.0,68.0,5,1.28,ford,figo,diesel zxi,7.65,₹5.23 - 8.37 lakh
681,maruti ritz lxi,Coimbatore,2013,57717,Petrol,Manual,First,18.5,1197.0,85.8,5,4.31,maruti,ritz,lxi,7.55626867,3.55
682,land rover freelander 2 se,Chennai,2011,109000,Diesel,Automatic,First,12.39,2179.0,147.51,5,16.5,land,rover,freelander 2 se,104.102,3.55
683,hyundai grand i10 asta,Coimbatore,2017,74515,Petrol,Manual,First,18.9,1197.0,82.0,5,5.64,hyundai,grand,i10 asta,7.2952,3.55
684,ford endeavour 3.2 trend at 4x4,Coimbatore,2017,50484,Diesel,Automatic,First,10.91,3198.0,197.2,7,31.12,ford,endeavour,3.2 trend at 4x4,35.29,₹29.19 - 36.26 lakh
685,audi q5 2008-2012 2.0 tdi,Kochi,2013,13452,Diesel,Automatic,First,12.8,1968.0,167.6,5,25.46,audi,q5,2008-2012 2.0 tdi,63.78077684,₹ 61.46 - 67.25 lakh
686,hyundai verna 1.6 vtvt,Kochi,2017,37688,Petrol,Manual,First,17.01,1591.0,121.3,5,7.88,hyundai,verna,1.6 vtvt,14.254,₹ 10.90 - 17.38 lakh
687,mercedes-benz e-class 2015-2017 e250 cdi avantgarde,Chennai,2017,34000,Diesel,Automatic,First,13.0,2143.0,204.0,5,36.0,mercedes-benz,e-class,2015-2017 e250 cdi avantgarde,82.61833333,₹ 72.48 - 87.47 lakh
688,mercedes-benz m-class ml 350 4matic,Pune,2014,120000,Diesel,Automatic,First,0.0,2987.0,165.0,5,30.0,mercedes-benz,m-class,ml 350 4matic,63.09554084,₹56.74 lakh - 2.31 crore
689,maruti swift dzire zxi,Pune,2008,64000,Petrol,Manual,Second,17.5,1298.0,85.8,5,2.85,maruti,swift,dzire zxi,7.56375,2.32
690,honda city 1.3 exi s,Delhi,2011,100000,Petrol,Manual,First,13.0,1343.0,90.0,5,3.5,honda,city,1.3 exi s,14.63571429,₹ 11.52 - 16.00 lakh
691,renault duster 85ps diesel rxl optional,Jaipur,2014,75000,Diesel,Manual,First,20.46,1461.0,83.8,5,7.5,renault,duster,85ps diesel rxl optional,13.87,₹8.59 - 14.25 lakh
692,mercedes-benz new c-class 220 cdi at,Hyderabad,2012,86000,Diesel,Automatic,First,14.84,2143.0,170.0,5,19.0,mercedes-benz,new,c-class 220 cdi at,49.49,5.5
693,bmw x5 xdrive 30d design pure experience 5 seater,Hyderabad,2015,69000,Diesel,Automatic,First,15.97,2993.0,258.0,5,54.0,bmw,x5,xdrive 30d design pure experience 5 seater,63.44220807,₹ 79.89 - 95.73 lakh
694,hyundai xcent 1.2 kappa sx option,Kochi,2015,41721,Petrol,Manual,First,19.1,1197.0,82.0,5,4.7,hyundai,xcent,1.2 kappa sx option,8.274,₹5.81 - 8.80 lakh
695,maruti dzire amt zxi plus,Hyderabad,2017,13000,Petrol,Automatic,First,22.0,1197.0,81.8,5,8.5,maruti,dzire,amt zxi plus,10.34,4.0
696,bmw 3 series 320d corporate edition,Kolkata,2013,38998,Diesel,Automatic,First,16.07,1995.0,181.0,4,17.0,bmw,3,series 320d corporate edition,52.113125,4.0
697,maruti alto 800 lxi,Kochi,2017,54250,Petrol,Manual,First,22.74,796.0,47.3,5,3.51,maruti,alto,800 lxi,4.53,4.0
698,audi a4 2.0 tdi 177 bhp premium plus,Bangalore,2013,45979,Diesel,Automatic,Second,17.11,1968.0,174.33,5,19.5,audi,a4,2.0 tdi 177 bhp premium plus,51.385,₹ 43.81 - 51.85 lakh
699,mini cooper s,Pune,2012,37000,Petrol,Automatic,Second,13.6,1598.0,181.0,4,17.0,mini,cooper,s,41.21714286,₹ 40.00 - 40.58 lakh
700,audi q7 3.0 tdi quattro premium plus,Coimbatore,2015,46983,Diesel,Automatic,Second,12.07,2967.0,241.4,7,43.35,audi,q7,3.0 tdi quattro premium plus,99.79333333,₹ 84.69 - 92.29 lakh
701,maruti wagon r lxi bs iv,Kochi,2015,43828,Petrol,Manual,First,20.51,998.0,67.04,5,3.52,maruti,wagon,r lxi bs iv,5.39,4.25
702,nissan terrano xv premium 110 ps,Kolkata,2016,53000,Diesel,Manual,First,19.01,1461.0,108.5,5,6.25,nissan,terrano,xv premium 110 ps,15.855,₹10.00 - 14.65 lakh
703,bmw 3 series 320d luxury plus,Ahmedabad,2015,100000,Diesel,Automatic,First,18.88,1995.0,184.0,5,24.75,bmw,3,series 320d luxury plus,52.113125,2.6
704,maruti swift dzire vxi,Mumbai,2015,19000,Petrol,Manual,First,20.85,1197.0,83.14,5,5.25,maruti,swift,dzire vxi,7.56375,2.6
705,skoda yeti elegance 4x2,Jaipur,2016,84000,Diesel,Manual,First,17.72,1968.0,108.5,5,11.0,skoda,yeti,elegance 4x2,25.2041791,₹21.85 - 23.69 lakh
706,ford ecosport 1.5 ti vct at titanium,Kochi,2018,37630,Petrol,Automatic,First,15.63,1499.0,110.4,5,9.1,ford,ecosport,1.5 ti vct at titanium,12.10909091,₹7.91 - 11.70 lakh
707,hyundai i20 1.2 magna,Chennai,2010,67714,Petrol,Manual,First,18.5,1197.0,80.0,5,3.25,hyundai,i20,1.2 magna,9.74,₹ 7.19 - 11.83 lakh
708,hyundai verna transform vtvt,Pune,2010,51000,Petrol,Manual,First,16.2,1599.0,103.2,5,3.1,hyundai,verna,transform vtvt,14.254,₹ 10.90 - 17.38 lakh
709,bmw 3 series 320d luxury line,Kochi,2015,58390,Diesel,Automatic,First,18.88,1995.0,184.0,5,19.86,bmw,3,series 320d luxury line,52.113125,3.6
710,hyundai grand i10 1.2 crdi magna,Kolkata,2017,14000,Diesel,Manual,First,24.0,1186.0,73.97,5,4.9,hyundai,grand,i10 1.2 crdi magna,7.46,3.6
711,honda city i-vtec v,Delhi,2014,55818,Petrol,Manual,Second,17.4,1497.0,117.3,5,5.7,honda,city,i-vtec v,11.85,₹ 11.52 - 16.00 lakh
712,maruti swift 1.3 vxi,Chennai,2006,97800,Petrol,Manual,Third,16.1,1150.991513,74.20637807,5,1.75,maruti,swift,1.3 vxi,7.56375,18.5
713,maruti swift vdi bsiv,Kolkata,2012,52241,Diesel,Manual,First,25.2,1248.0,74.0,5,2.9,maruti,swift,vdi bsiv,7.56375,18.5
714,maruti baleno zeta 1.3,Coimbatore,2018,25433,Diesel,Manual,First,27.39,1248.0,74.0,5,7.83,maruti,baleno,zeta 1.3,8.886666667,18.5
715,tata safari storme 2012-2015 lx,Kochi,2015,40611,Diesel,Manual,First,14.0,2179.0,138.1,7,8.15,tata,safari,storme 2012-2015 lx,16.95,₹ 15.65 - 25.02 lakh
716,hyundai accent gls,Bangalore,2008,72000,Petrol,Manual,Second,13.2,1495.0,94.0,5,2.0,hyundai,accent,gls,11.28145047,₹5.24 - 5.63 lakh
717,maruti swift ldi sp limited edition,Hyderabad,2016,54631,Diesel,Manual,First,25.2,1248.0,74.0,5,6.25,maruti,swift,ldi sp limited edition,7.56375,4.8
718,maruti swift vdi bsiv,Bangalore,2007,60000,Diesel,Manual,Second,17.8,1248.0,74.20637807,5,3.4,maruti,swift,vdi bsiv,7.56375,4.8
719,tata nano xta,Coimbatore,2016,24941,Petrol,Automatic,First,21.9,624.0,37.48,4,3.19,tata,nano,xta,10.75306548,₹2.05 - 2.97 lakh
720,maruti ertiga vdi,Ahmedabad,2017,63939,Diesel,Manual,First,25.47,1248.0,88.5,7,7.75,maruti,ertiga,vdi,10.41,13.0
721,maruti celerio vxi amt,Delhi,2014,35214,Petrol,Automatic,Second,23.1,998.0,67.04,5,3.2,maruti,celerio,vxi amt,5.57,13.0
722,maruti swift vdi bsiv,Delhi,2015,63000,Diesel,Manual,First,25.2,1248.0,74.0,5,4.9,maruti,swift,vdi bsiv,7.56375,13.0
723,volkswagen vento petrol highline,Kochi,2012,121377,Petrol,Manual,First,15.04,1598.0,103.6,5,3.8,volkswagen,vento,petrol highline,13.81375,₹8.69 - 14.79 lakh
724,volkswagen jetta 2007-2011 1.9 highline tdi,Chennai,2009,100970,Diesel,Automatic,First,15.5,1896.0,105.0,5,4.0,volkswagen,jetta,2007-2011 1.9 highline tdi,11.44720833,₹14.78 - 20.89 lakh
725,mini cooper 5 door d,Hyderabad,2014,60000,Diesel,Automatic,Second,20.7,1496.0,113.98,5,23.5,mini,cooper,5 door d,42.48,₹ 40.00 - 40.58 lakh
726,tata indica v2 dls,Chennai,2008,77650,Diesel,Manual,First,17.2,1396.0,53.5,5,1.15,tata,indica,v2 dls,10.75306548,₹4.05 - 5.59 lakh
727,hyundai santro xing xo,Hyderabad,2007,71297,Petrol,Manual,First,17.0,1086.0,91.94537954,5,2.2,hyundai,santro,xing xo,11.28145047,₹3.91 - 6.45 lakh
728,land rover range rover 3.0 d,Mumbai,2008,55001,Diesel,Automatic,Second,0.0,2509.466667,197.657,5,26.5,land,rover,range rover 3.0 d,104.102,3.76
729,honda city i-vtec cvt vx,Bangalore,2015,18955,Petrol,Automatic,First,18.0,1497.0,117.3,5,10.65,honda,city,i-vtec cvt vx,16.04,₹ 11.52 - 16.00 lakh
730,jaguar xf 2.2 litre luxury,Coimbatore,2016,47877,Diesel,Automatic,First,16.36,2179.0,187.7,5,35.68,jaguar,xf,2.2 litre luxury,72.64,₹ 71.60 - 76.00 lakh
731,mercedes-benz e-class 2015-2017 e250 edition e,Kochi,2017,43368,Diesel,Automatic,First,15.0,2143.0,204.0,5,31.94,mercedes-benz,e-class,2015-2017 e250 edition e,82.61833333,₹ 72.48 - 87.47 lakh
732,mahindra xuv500 w8 2wd,Ahmedabad,2015,72007,Diesel,Manual,First,15.1,2179.0,140.0,7,9.9,mahindra,xuv500,w8 2wd,18.865,₹12.37 - 20.11 lakh
733,mercedes-benz new c-class c 200 cgi avantgarde,Kochi,2014,56778,Petrol,Automatic,First,11.74,1796.0,186.0,5,15.46,mercedes-benz,new,c-class c 200 cgi avantgarde,49.49,3.3
734,honda jazz vx,Kochi,2018,20024,Petrol,Manual,First,18.2,1199.0,88.7,5,8.46,honda,jazz,vx,9.1,₹ 8.11 - 10.41 lakh
735,toyota etios g,Kolkata,2013,42103,Petrol,Manual,First,16.78,1496.0,88.73,5,3.25,toyota,etios,g,7.432,₹6.51 - 9.02 lakh
736,maruti alto lxi bsiii,Hyderabad,2012,67147,Petrol,Manual,First,19.7,796.0,46.3,5,2.6,maruti,alto,lxi bsiii,4.53,2.79
737,maruti swift vxi bsiv,Coimbatore,2016,37806,Petrol,Manual,First,20.4,1197.0,81.8,5,5.2,maruti,swift,vxi bsiv,7.56375,2.79
738,maruti a-star vxi,Pune,2009,85000,Petrol,Manual,Third,19.0,998.0,66.1,5,1.8,maruti,a-star,vxi,7.55626867,2.79
739,tata nano lx bsiv,Chennai,2011,35000,Petrol,Manual,First,25.4,624.0,37.48,4,1.6,tata,nano,lx bsiv,10.75306548,₹2.05 - 2.97 lakh
740,ford figo titanium diesel,Kolkata,2015,72035,Diesel,Manual,First,25.5,1498.0,99.0,5,2.5,ford,figo,titanium diesel,7.65,₹5.23 - 8.37 lakh
741,fiat linea emotion,Jaipur,2011,48500,Petrol,Manual,First,16.0,1368.0,90.0,5,2.5,fiat,linea,emotion,9.5,₹7.19 - 10.79 lakh
742,ford figo aspire 1.2 ti-vct trend,Coimbatore,2017,28854,Petrol,Manual,First,18.16,1196.0,86.8,5,6.7,ford,figo,aspire 1.2 ti-vct trend,7.65,₹5.23 - 8.37 lakh
743,maruti baleno lxi,Hyderabad,2005,92450,Petrol,Manual,First,15.4,1590.0,94.0,5,1.2,maruti,baleno,lxi,8.886666667,9.29
744,bmw 3 series 320d luxury line,Coimbatore,2016,14351,Diesel,Automatic,First,18.88,1995.0,184.0,5,35.55,bmw,3,series 320d luxury line,52.113125,9.29
745,mahindra scorpio 2.6 dx,Chennai,2005,50000,Diesel,Manual,First,12.7,2609.0,116.6,8,1.94,mahindra,scorpio,2.6 dx,15.5675283,₹ 12.74 - 24.05 lakh
746,tata indica v2 els,Hyderabad,2016,73000,Diesel,Manual,First,25.0,1396.0,69.0,5,2.2,tata,indica,v2 els,10.75306548,₹4.05 - 5.59 lakh
747,toyota innova 2.5 v diesel 8-seater,Chennai,2016,50000,Diesel,Manual,First,12.8,2494.0,102.0,8,15.65,toyota,innova,2.5 v diesel 8-seater,23.61366667,₹13.22 - 16.81 lakh
748,mercedes-benz new c-class c 220d avantgarde edition c,Coimbatore,2018,36797,Diesel,Automatic,First,19.27,2143.0,167.62,5,39.47,mercedes-benz,new,c-class c 220d avantgarde edition c,49.49,5.75
749,maruti ritz vxi,Kolkata,2011,50000,Petrol,Manual,Second,18.5,1197.0,85.8,5,1.5,maruti,ritz,vxi,7.55626867,5.75
750,toyota innova 2.5 gx (diesel) 8 seater bs iv,Ahmedabad,2013,94000,Diesel,Manual,First,12.8,2494.0,102.0,8,8.85,toyota,innova,2.5 gx (diesel) 8 seater bs iv,23.61366667,₹13.22 - 16.81 lakh
751,toyota fortuner 4x4 mt,Bangalore,2013,74000,Diesel,Manual,Second,12.55,2982.0,168.5,7,17.9,toyota,fortuner,4x4 mt,36.548,₹ 32.58 - 50.34 lakh
752,hyundai i10 sportz at,Coimbatore,2014,41016,Petrol,Automatic,Second,16.95,1197.0,78.9,5,5.08,hyundai,i10,sportz at,11.28145047,₹3.82 - 6.31 lakh
753,hyundai verna 1.6 sx,Bangalore,2012,67000,Diesel,Manual,First,22.32,1582.0,126.32,5,6.25,hyundai,verna,1.6 sx,14.254,₹ 10.90 - 17.38 lakh
754,audi q3 2012-2015 35 tdi quattro premium plus,Bangalore,2015,76927,Diesel,Automatic,First,15.73,1968.0,174.33,5,22.75,audi,q3,2012-2015 35 tdi quattro premium plus,46.42,₹ 44.89 - 50.39 lakh
755,ford fiesta 1.4 duratorq zxi,Pune,2007,112808,Diesel,Manual,Second,17.8,1399.0,68.0,5,2.05,ford,fiesta,1.4 duratorq zxi,13.57205029,₹8.63 - 10.31 lakh
756,ford figo diesel exi,Coimbatore,2014,74980,Diesel,Manual,First,20.0,1399.0,68.0,5,4.08,ford,figo,diesel exi,7.65,₹5.23 - 8.37 lakh
757,maruti celerio vxi at,Hyderabad,2014,44600,Petrol,Automatic,First,23.1,998.0,67.04,5,4.55,maruti,celerio,vxi at,5.891666667,1.0
758,mercedes-benz a class a180 cdi,Mumbai,2013,37000,Diesel,Automatic,First,20.0,2143.0,107.3,5,14.0,mercedes-benz,a,class a180 cdi,34.63,1.0
759,hyundai creta 1.6 sx,Ahmedabad,2016,21000,Petrol,Manual,First,15.8,1591.0,121.3,5,10.9,hyundai,creta,1.6 sx,13.74,₹ 10.84 - 19.13 lakh
760,maruti wagon r vxi bs iv,Bangalore,2010,81245,Petrol,Manual,First,18.9,998.0,67.1,5,2.45,maruti,wagon,r vxi bs iv,5.39,10.75
761,mercedes-benz e-class 2009-2013 e 220 cdi avantgarde,Delhi,2013,70000,Diesel,Automatic,First,10.0,2148.0,170.0,5,15.8,mercedes-benz,e-class,2009-2013 e 220 cdi avantgarde,82.61833333,₹ 72.48 - 87.47 lakh
762,ford ecosport 1.5 ti vct mt titanium be,Mumbai,2017,4018,Petrol,Manual,First,18.88,1499.0,110.4,5,8.25,ford,ecosport,1.5 ti vct mt titanium be,12.10909091,₹7.91 - 11.70 lakh
763,renault koleos 2.0 diesel,Delhi,2013,70000,Diesel,Automatic,Second,13.73,1995.0,148.0,5,8.5,renault,koleos,2.0 diesel,11.74394958,₹23.92 - 28.29 lakh
764,mahindra xuv500 w10 2wd,Coimbatore,2016,56532,Diesel,Manual,First,16.0,2179.0,140.0,7,15.54,mahindra,xuv500,w10 2wd,18.865,₹12.37 - 20.11 lakh
765,maruti omni e 8 str std,Hyderabad,2013,26875,Petrol,Manual,First,16.8,796.0,34.2,8,2.35,maruti,omni,e 8 str std,7.55626867,13.25
766,maruti wagon r vxi,Coimbatore,2015,72599,Petrol,Manual,First,22.5,998.0,67.04,5,4.32,maruti,wagon,r vxi,5.72,13.25
767,ford endeavour xlt tdci 4x2,Jaipur,2008,205000,Diesel,Manual,Second,13.1,2499.0,141.0,7,3.9,ford,endeavour,xlt tdci 4x2,35.29,₹29.19 - 36.26 lakh
768,hyundai verna 1.6 sx,Hyderabad,2011,98000,Diesel,Manual,Second,22.32,1582.0,126.32,5,5.2,hyundai,verna,1.6 sx,14.254,₹ 10.90 - 17.38 lakh
769,hyundai i20 magna 1.2,Mumbai,2018,19500,Petrol,Manual,First,18.6,1197.0,81.83,5,5.85,hyundai,i20,magna 1.2,9.74,₹ 7.19 - 11.83 lakh
770,maruti ertiga zxi,Bangalore,2013,68000,Petrol,Manual,Second,16.02,1373.0,93.7,7,6.25,maruti,ertiga,zxi,11.61857143,38.99
771,mahindra xuv500 w9 at,Coimbatore,2019,19654,Diesel,Automatic,First,14.0,2179.0,155.0,7,17.63,mahindra,xuv500,w9 at,21.33,₹12.37 - 20.11 lakh
772,mercedes-benz slk-class slk 350,Bangalore,2015,10000,Petrol,Automatic,First,18.1,3498.0,306.0,2,55.0,mercedes-benz,slk-class,slk 350,63.09554084,₹79.60 lakh - 1.27 crore
773,volkswagen polo diesel comfortline 1.2l,Hyderabad,2011,75020,Diesel,Manual,First,22.07,1199.0,73.9,5,4.1,volkswagen,polo,diesel comfortline 1.2l,9.71375,₹5.87 - 10.25 lakh
774,toyota fortuner 4x4 mt,Hyderabad,2011,157000,Diesel,Manual,First,12.55,2982.0,168.5,7,11.99,toyota,fortuner,4x4 mt,36.548,₹ 32.58 - 50.34 lakh
775,mahindra xuv500 w10 2wd,Kochi,2017,43773,Diesel,Manual,First,16.0,2179.0,140.0,7,13.54,mahindra,xuv500,w10 2wd,18.865,₹12.37 - 20.11 lakh
776,mercedes-benz gle 250d,Mumbai,2016,21000,Diesel,Automatic,First,17.9,2143.0,201.15,5,56.0,mercedes-benz,gle,250d,78.76,₹ 87.91 lakh - 1.05 crore
777,honda jazz 1.2 vx i vtec,Chennai,2016,23280,Petrol,Manual,First,18.7,1199.0,88.7,5,6.5,honda,jazz,1.2 vx i vtec,9.431666667,₹ 8.11 - 10.41 lakh
778,maruti swift dzire vdi,Pune,2013,88000,Diesel,Manual,First,23.4,1248.0,74.0,5,4.75,maruti,swift,dzire vdi,7.56375,9.5
779,hyundai verna 1.6 sx vtvt,Hyderabad,2014,67000,Petrol,Manual,First,17.01,1591.0,121.3,5,5.6,hyundai,verna,1.6 sx vtvt,14.254,₹ 10.90 - 17.38 lakh
780,ford endeavour 3.2 titanium at 4x4,Coimbatore,2017,59636,Diesel,Automatic,First,10.91,3198.0,197.0,7,29.2,ford,endeavour,3.2 titanium at 4x4,35.29,₹29.19 - 36.26 lakh
781,hyundai i20 1.2 asta option,Kolkata,2018,11000,Petrol,Manual,First,18.6,1197.0,81.83,5,6.35,hyundai,i20,1.2 asta option,9.74,₹ 7.19 - 11.83 lakh
782,honda city 1.5 v mt sunroof,Mumbai,2013,60669,Petrol,Manual,First,16.8,1497.0,116.3,5,4.95,honda,city,1.5 v mt sunroof,14.63571429,₹ 11.52 - 16.00 lakh
783,honda amaze vx diesel,Hyderabad,2018,12000,Diesel,Manual,First,27.4,1498.0,98.6,5,8.5,honda,amaze,vx diesel,10.34,₹ 6.91 - 9.50 lakh
784,hyundai verna 1.6 sx vtvt (o),Kolkata,2013,35000,Petrol,Manual,First,17.1,1591.0,121.3,5,4.5,hyundai,verna,1.6 sx vtvt (o),14.254,₹ 10.90 - 17.38 lakh
785,honda mobilio s i dtec,Chennai,2015,65000,Diesel,Manual,First,24.2,1498.0,98.6,7,5.5,honda,mobilio,s i dtec,11.79582001,₹7.29 - 12.42 lakh
786,maruti ertiga zdi,Kochi,2013,39929,Diesel,Manual,First,20.77,1248.0,88.8,7,6.56,maruti,ertiga,zdi,11.61857143,10.5
787,maruti alto k10 lxi,Pune,2014,49000,Petrol,Manual,First,24.07,998.0,67.1,5,2.3,maruti,alto,k10 lxi,4.29,10.5
788,toyota qualis fs b2,Pune,2004,77757,Diesel,Manual,Second,13.1,2446.0,75.0,10,3.5,toyota,qualis,fs b2,24.25263701,₹N/A 
789,hyundai i10 sportz,Kochi,2016,21456,Petrol,Manual,First,20.36,1197.0,78.9,5,4.55,hyundai,i10,sportz,11.28145047,₹3.82 - 6.31 lakh
790,skoda laura 1.9 tdi at ambiente,Bangalore,2009,74000,Diesel,Automatic,Second,17.0,1896.0,105.0,5,7.75,skoda,laura,1.9 tdi at ambiente,25.2041791,₹12.58 - 19.43 lakh
791,hyundai i20 asta option 1.2,Mumbai,2015,37000,Petrol,Manual,Second,18.6,1197.0,81.83,5,5.25,hyundai,i20,asta option 1.2,9.74,₹ 7.19 - 11.83 lakh
792,bmw 5 series 2003-2012 530d highline,Coimbatore,2013,108640,Diesel,Automatic,First,11.5,2993.0,235.0,5,23.29,bmw,5,series 2003-2012 530d highline,67.24571429,17.0
793,bmw 3 series 320d m sport,Mumbai,2016,38000,Diesel,Automatic,First,22.69,1995.0,190.0,5,23.99,bmw,3,series 320d m sport,52.113125,17.0
794,mercedes-benz e-class 2009-2013 e250 cdi elegance,Mumbai,2011,47000,Diesel,Automatic,Second,14.21,2143.0,203.0,5,13.9,mercedes-benz,e-class,2009-2013 e250 cdi elegance,82.61833333,₹ 72.48 - 87.47 lakh
795,audi a6 2011-2015 2.0 tdi premium plus,Kolkata,2013,31000,Diesel,Automatic,First,17.68,1968.0,174.33,5,18.95,audi,a6,2011-2015 2.0 tdi premium plus,62.35666667,₹ 61.41 - 67.53 lakh
796,maruti wagon r lxi bs iv,Kolkata,2014,40000,Petrol,Manual,First,20.51,998.0,67.04,5,2.49,maruti,wagon,r lxi bs iv,5.39,5.65
797,renault kwid rxt,Jaipur,2016,4152,Petrol,Manual,First,25.17,799.0,53.3,5,3.15,renault,kwid,rxt,4.834285714,₹ 4.70 - 6.45 lakh
798,volkswagen ameo 1.5 tdi highline,Mumbai,2017,51000,Diesel,Manual,First,21.66,1498.0,108.62,5,6.45,volkswagen,ameo,1.5 tdi highline,10.04,₹5.67 - 10.00 lakh
799,volkswagen polo diesel comfortline 1.2l,Ahmedabad,2013,55000,Diesel,Manual,First,22.07,1199.0,73.9,5,4.25,volkswagen,polo,diesel comfortline 1.2l,9.71375,₹5.87 - 10.25 lakh
800,maruti alto 800 lxi,Hyderabad,2014,58500,Petrol,Manual,First,22.74,796.0,47.3,5,2.75,maruti,alto,800 lxi,4.53,7.39
801,hyundai i20 asta option 1.2,Kochi,2017,58620,Petrol,Manual,First,18.6,1197.0,81.83,5,7.14,hyundai,i20,asta option 1.2,9.74,₹ 7.19 - 11.83 lakh
802,toyota etios liva g,Mumbai,2012,29605,Petrol,Manual,First,18.3,1197.0,130.0291489,5,2.44,toyota,etios,liva g,7.432,₹6.51 - 9.02 lakh
803,hyundai i20 1.2 sportz,Jaipur,2012,71172,Petrol,Manual,Third,17.0,1197.0,80.0,5,3.5,hyundai,i20,1.2 sportz,9.74,₹ 7.19 - 11.83 lakh
804,hyundai i20 1.4 asta,Chennai,2017,12000,Diesel,Manual,First,22.54,1396.0,88.73,5,7.3,hyundai,i20,1.4 asta,9.74,₹ 7.19 - 11.83 lakh
805,maruti wagon r lxi optional,Kolkata,2014,25000,Petrol,Manual,First,20.51,998.0,67.04,5,2.75,maruti,wagon,r lxi optional,5.39,4.45
806,hyundai i20 1.4 asta option,Bangalore,2017,43000,Diesel,Manual,Second,22.54,1396.0,88.73,5,8.2,hyundai,i20,1.4 asta option,9.74,₹ 7.19 - 11.83 lakh
807,volkswagen polo gt tsi,Mumbai,2015,57022,Petrol,Automatic,First,17.21,1197.0,103.6,5,6.51,volkswagen,polo,gt tsi,9.71375,₹5.87 - 10.25 lakh
808,ford figo diesel titanium,Pune,2015,92000,Diesel,Manual,First,20.0,1399.0,68.05,5,4.25,ford,figo,diesel titanium,7.65,₹5.23 - 8.37 lakh
809,maruti swift zxi,Coimbatore,2014,33372,Petrol,Manual,Second,18.6,1197.0,85.8,5,6.21,maruti,swift,zxi,7.56375,5.25
810,hyundai grand i10 crdi magna,Kochi,2016,52625,Diesel,Manual,First,24.0,1120.0,70.0,5,4.58,hyundai,grand,i10 crdi magna,7.2952,5.25
811,mahindra xylo h4,Chennai,2016,215000,Diesel,Manual,First,14.02,2179.0,118.3,7,7.5,mahindra,xylo,h4,11.67,₹8.86 - 12.13 lakh
812,maruti alto green lxi (cng),Delhi,2012,65537,CNG,Manual,First,26.83,796.0,38.4,5,2.1,maruti,alto,green lxi (cng),4.53,1.4
813,hyundai i10 magna 1.1,Coimbatore,2014,60138,Petrol,Manual,First,19.81,1086.0,68.05,5,4.09,hyundai,i10,magna 1.1,11.28145047,₹3.82 - 6.31 lakh
814,skoda octavia elegance 2.0 tdi at,Mumbai,2014,84000,Diesel,Automatic,First,19.3,1968.0,141.0,5,10.75,skoda,octavia,elegance 2.0 tdi at,28.37,₹ 27.34 - 30.44 lakh
815,bmw x5 2014-2019 xdrive 30d design pure experience 7 seater,Mumbai,2014,47000,Diesel,Automatic,First,15.97,2993.0,258.0,7,41.5,bmw,x5,2014-2019 xdrive 30d design pure experience 7 seater,63.44220807,₹ 79.89 - 95.73 lakh
816,maruti celerio vxi at,Hyderabad,2014,33450,Petrol,Automatic,First,23.1,998.0,67.04,5,4.4,maruti,celerio,vxi at,5.891666667,8.12
817,volkswagen vento diesel comfortline,Jaipur,2013,125000,Diesel,Manual,Second,20.54,1598.0,103.6,5,6.25,volkswagen,vento,diesel comfortline,13.81375,₹8.69 - 14.79 lakh
818,bmw 3 series 320d highline,Pune,2011,99606,Diesel,Automatic,Second,16.07,1995.0,181.0,5,10.5,bmw,3,series 320d highline,52.113125,6.12
819,maruti ertiga zdi,Mumbai,2014,64000,Diesel,Manual,First,20.77,1248.0,88.8,7,7.25,maruti,ertiga,zdi,11.61857143,6.12
820,ford figo diesel zxi,Hyderabad,2013,51000,Diesel,Manual,First,20.0,1399.0,68.05,5,3.2,ford,figo,diesel zxi,7.65,₹5.23 - 8.37 lakh
821,volkswagen polo 1.2 mpi highline,Mumbai,2014,57000,Petrol,Manual,First,16.47,1198.0,74.0,5,3.95,volkswagen,polo,1.2 mpi highline,9.71375,₹5.87 - 10.25 lakh
